User_ID,Age,Gender,Occupation,Relationship_Status,Primary_Platform,Daily_Usage_Hours,Platforms_Used_Count,Posts_Per_Week,Late_Night_Usage,First_Check_Morning,Notifications_Per_Day,FOMO_Score,Social_Comparison_Score,Validation_Seeking_Score,Scroll_Without_Purpose,Tried_To_Cut_Back,Failed_To_Cut_Back,Anxiety_Score,Depression_Score,Loneliness_Score,Self_Esteem_Score,Sleep_Quality_Score,Sleep_Hours,Productivity_Loss_Score,Offline_Relationship_Quality,Physical_Activity_Hrs_Week,Screen_Free_Time_Hrs,Mental_Wellbeing_Score,Addiction_Level
USR00394,42,FEMALE,WORKING PROFESSIONAL,MARRIED,INSTAGRAM,3.3,1,5,true,AFTER 30 MIN,115,6.3,8.3,7.0,9.3,false,false,6.7,4.5,5.0,6.4,7.4,5.0,5.9,9.2,2.9,1.5,6.6,MODERATE
USR00395,42,FEMALE,WORKING PROFESSIONAL,SINGLE,FACEBOOK,5.8,3,4,false,5-30 MIN,16,4.0,8.8,4.7,3.5,true,false,6.4,4.0,6.3,5.6,3.1,6.7,0.8,5.6,0.9,2.1,6.9,LOW
USR00397,31,FEMALE,UNEMPLOYED,IN A RELATIONSHIP,SNAPCHAT,5.7,1,2,true,AFTER 30 MIN,77,5.2,5.8,6.5,5.6,true,false,6.1,5.1,2.8,2.9,4.0,3.7,4.9,8.8,1.5,3.8,7.3,MODERATE
USR00398,29,FEMALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,YOUTUBE,5.6,3,2,false,AFTER 30 MIN,5,7.6,5.4,6.5,0.3,true,true,0.9,5.0,4.3,2.5,8.8,7.3,7.1,2.7,4.6,2.1,6.8,LOW
USR00399,43,FEMALE,UNKNOWN,SINGLE,INSTAGRAM,4.4,2,0,true,WITHIN 5 MIN,56,7.0,5.6,5.6,5.4,false,false,3.4,4.7,4.9,6.5,3.5,6.0,3.2,7.1,5.0,0.2,5.4,HIGH
USR00401,23,FEMALE,STUDENT,MARRIED,YOUTUBE,1.9,7,4,false,5-30 MIN,79,5.4,1.7,4.6,8.7,false,false,4.8,7.3,5.3,5.5,2.0,6.5,5.0,3.6,5.3,4.5,7.2,MODERATE
USR00402,44,FEMALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,TIKTOK,1.1,3,4,false,WITHIN 5 MIN,26,5.0,8.0,4.6,6.5,true,false,6.5,7.0,2.4,4.6,5.6,4.6,6.4,7.9,4.4,1.0,7.4,LOW
USR00403,24,MALE,WORKING PROFESSIONAL,MARRIED,INSTAGRAM,3.6,6,2,false,5-30 MIN,53,6.7,6.3,7.7,1.7,true,true,4.0,3.9,2.3,3.8,3.8,4.7,5.8,5.0,2.4,4.3,6.2,HIGH
USR00405,38,FEMALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,TIKTOK,4.5,4,3,false,WITHIN 5 MIN,37,6.7,4.2,2.5,3.3,true,false,7.5,4.5,6.5,2.8,6.3,6.4,4.3,6.2,2.6,3.9,6.8,MODERATE
USR00406,22,MALE,UNEMPLOYED,SINGLE,YOUTUBE,2.3,4,3,false,WITHIN 5 MIN,65,6.2,2.1,5.6,4.8,true,true,7.7,3.0,4.6,6.0,6.7,6.1,8.1,9.7,2.3,3.2,7.6,LOW
USR00407,29,NON-BINARY,WORKING PROFESSIONAL,SINGLE,YOUTUBE,6.4,5,6,false,AFTER 30 MIN,57,6.3,6.5,5.8,7.7,true,true,4.5,1.1,5.2,7.5,4.2,8.2,3.2,4.6,1.5,2.2,6.2,HIGH
USR00408,21,MALE,WORKING PROFESSIONAL,MARRIED,TIKTOK,2.5,3,3,true,WITHIN 5 MIN,29,8.7,7.6,8.1,3.7,true,true,5.4,3.2,10.0,4.9,4.7,8.4,8.1,7.8,1.7,1.7,3.6,SEVERE
USR00412,32,UNKNOWN,WORKING PROFESSIONAL,SINGLE,YOUTUBE,4.3,1,2,false,5-30 MIN,74,4.2,4.0,5.8,3.2,true,false,3.4,7.8,4.7,2.1,7.3,6.2,6.9,8.3,6.5,7.4,8.2,LOW
USR00414,24,FEMALE,STUDENT,IN A RELATIONSHIP,TWITTER/X,1.1,4,3,false,WITHIN 5 MIN,77,7.2,3.2,4.8,10.0,true,true,5.2,3.5,6.4,4.8,3.4,7.1,4.5,5.2,4.1,5.4,6.3,HIGH
USR00415,18,UNKNOWN,WORKING PROFESSIONAL,SINGLE,TIKTOK,5.4,1,4,false,WITHIN 5 MIN,54,6.1,5.1,4.1,9.2,false,false,6.3,3.7,0.0,6.4,2.8,5.3,5.0,7.6,3.0,0.6,6.5,HIGH
USR00417,35,MALE,STUDENT,IN A RELATIONSHIP,TIKTOK,5.5,1,8,true,5-30 MIN,118,8.0,5.7,4.5,7.6,false,true,4.5,0.0,7.1,5.5,6.4,6.9,6.7,3.0,7.1,6.5,3.5,SEVERE
USR00418,15,FEMALE,STUDENT,MARRIED,TWITTER/X,6.1,5,5,true,WITHIN 5 MIN,92,2.9,9.9,2.7,6.6,true,false,6.8,3.9,4.6,5.5,10.0,5.9,3.6,4.8,2.0,3.1,6.2,MODERATE
USR00420,36,FEMALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,YOUTUBE,8.2,8,5,false,5-30 MIN,47,4.0,5.5,5.5,3.0,false,false,5.4,7.9,4.6,7.3,3.1,7.4,1.6,4.2,5.9,1.8,8.0,LOW
USR00423,15,FEMALE,STUDENT,IN A RELATIONSHIP,TIKTOK,7.2,7,5,true,AFTER 30 MIN,92,2.0,6.5,0.0,8.8,false,false,4.8,6.7,1.4,5.9,2.6,8.3,3.7,4.9,3.4,1.9,4.9,MODERATE
USR00425,16,MALE,WORKING PROFESSIONAL,MARRIED,TWITTER/X,4.2,1,6,false,5-30 MIN,35,5.5,4.3,7.3,6.4,false,false,4.7,7.4,6.7,4.0,5.7,5.2,5.0,5.2,4.1,3.5,6.7,LOW
USR00426,36,FEMALE,STUDENT,SINGLE,INSTAGRAM,4.5,3,5,true,5-30 MIN,5,6.9,6.9,2.2,2.2,false,false,7.2,2.6,4.6,4.1,4.1,7.0,4.4,9.3,4.1,0.9,7.4,MODERATE
USR00427,17,FEMALE,FREELANCER,MARRIED,TIKTOK,2.0,3,3,true,AFTER 30 MIN,121,9.7,6.2,5.0,9.3,false,true,3.1,3.8,0.9,7.4,5.2,8.0,5.8,9.0,4.3,2.2,6.2,HIGH
USR00428,26,FEMALE,WORKING PROFESSIONAL,MARRIED,SNAPCHAT,5.9,2,3,false,AFTER 30 MIN,110,5.3,7.2,2.3,8.7,false,false,3.3,7.6,6.1,5.0,4.1,5.0,4.7,5.4,2.9,5.7,8.2,MODERATE
USR00429,30,MALE,STUDENT,SINGLE,TIKTOK,4.0,4,5,false,5-30 MIN,38,0.6,4.3,7.8,4.6,false,false,5.9,6.9,0.0,5.3,7.9,6.4,2.0,8.4,1.3,0.0,9.6,LOW
USR00430,26,MALE,FREELANCER,IN A RELATIONSHIP,INSTAGRAM,5.4,2,4,true,WITHIN 5 MIN,31,6.2,4.7,5.3,6.3,true,false,6.4,4.8,6.0,7.4,4.6,3.0,3.9,5.4,1.7,3.4,4.8,HIGH
USR00431,19,NON-BINARY,STUDENT,IN A RELATIONSHIP,FACEBOOK,7.2,3,5,false,WITHIN 5 MIN,106,8.5,6.9,8.6,2.8,false,false,7.4,0.0,2.6,3.4,4.0,8.0,3.5,7.1,5.0,3.7,5.5,HIGH
USR00432,23,FEMALE,WORKING PROFESSIONAL,SINGLE,UNKNOWN,6.1,4,8,false,WITHIN 5 MIN,28,5.4,3.2,5.0,4.8,false,true,5.0,2.6,2.9,3.7,4.5,6.6,3.3,1.1,3.4,4.8,6.0,HIGH
USR00433,28,MALE,WORKING PROFESSIONAL,SINGLE,TWITTER/X,5.0,5,7,false,5-30 MIN,52,3.0,9.7,2.0,1.1,false,true,1.9,3.2,4.6,7.2,4.4,5.3,7.0,8.3,5.4,4.8,9.0,LOW
USR00434,26,FEMALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,INSTAGRAM,5.3,4,1,true,AFTER 30 MIN,79,7.0,3.7,4.4,4.5,true,false,7.6,6.2,3.0,4.6,5.5,6.8,2.9,5.4,4.5,3.0,7.2,LOW
USR00436,22,FEMALE,FREELANCER,IN A RELATIONSHIP,TIKTOK,8.0,3,8,true,WITHIN 5 MIN,96,4.8,5.5,6.4,7.0,true,false,7.5,4.9,4.5,6.7,5.8,6.3,5.4,5.0,0.0,3.2,4.0,SEVERE
USR00437,36,FEMALE,WORKING PROFESSIONAL,SINGLE,TWITTER/X,0.6,4,8,true,WITHIN 5 MIN,73,3.4,7.2,4.4,6.5,true,false,7.9,2.2,5.0,3.5,5.0,5.7,3.3,8.2,1.7,0.5,6.1,MODERATE
USR00438,22,MALE,STUDENT,SINGLE,INSTAGRAM,3.6,3,1,true,5-30 MIN,112,4.9,5.5,5.0,4.5,true,false,5.0,0.0,2.3,2.8,6.1,5.4,5.7,3.6,2.7,3.9,6.6,MODERATE
USR00439,36,MALE,WORKING PROFESSIONAL,SINGLE,SNAPCHAT,4.4,1,2,false,5-30 MIN,17,6.2,3.3,1.7,4.1,true,true,5.6,5.0,3.4,5.8,8.4,5.1,5.6,7.4,5.8,0.0,8.2,LOW
USR00442,37,MALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,TIKTOK,4.7,4,4,false,5-30 MIN,5,7.8,6.2,0.0,3.8,true,false,6.0,6.5,4.6,2.8,6.0,5.0,6.0,4.2,1.6,3.5,7.5,LOW
USR00443,28,FEMALE,WORKING PROFESSIONAL,SINGLE,SNAPCHAT,8.5,3,3,false,WITHIN 5 MIN,133,4.6,5.6,2.4,6.5,false,false,3.0,1.1,1.2,5.6,5.4,3.4,4.7,5.3,5.5,4.4,6.6,MODERATE
USR00444,33,FEMALE,WORKING PROFESSIONAL,MARRIED,TWITTER/X,5.1,2,8,true,5-30 MIN,95,3.9,1.7,0.2,5.5,false,false,10.0,5.5,5.1,6.5,5.0,7.6,1.8,3.7,2.5,1.7,7.9,LOW
USR00445,18,FEMALE,STUDENT,MARRIED,TIKTOK,6.3,4,2,false,WITHIN 5 MIN,120,4.5,3.5,4.6,5.0,true,false,3.6,5.3,6.4,3.0,4.7,5.0,2.8,3.4,3.6,0.8,6.3,MODERATE
USR00446,32,NON-BINARY,WORKING PROFESSIONAL,MARRIED,TIKTOK,3.7,6,4,true,AFTER 30 MIN,5,3.8,4.4,6.3,4.6,false,false,5.5,6.6,3.4,4.0,5.2,6.8,2.1,5.3,2.9,1.8,8.4,LOW
USR00447,16,MALE,WORKING PROFESSIONAL,SINGLE,TIKTOK,3.1,7,5,false,5-30 MIN,103,3.7,7.1,6.8,4.9,true,false,3.5,8.8,5.3,3.1,7.1,6.8,3.7,3.8,3.5,5.7,7.3,LOW
USR00449,35,FEMALE,FREELANCER,IN A RELATIONSHIP,TIKTOK,7.5,4,7,false,5-30 MIN,5,3.6,4.6,1.9,6.9,true,false,6.8,6.9,3.9,6.3,6.0,4.7,5.5,9.7,5.6,1.8,7.7,LOW
USR00450,30,FEMALE,STUDENT,IN A RELATIONSHIP,UNKNOWN,2.2,4,3,false,WITHIN 5 MIN,21,5.3,4.4,3.2,6.1,true,false,2.0,2.4,4.3,3.9,4.9,6.9,5.0,6.0,2.4,2.0,8.1,LOW
USR00451,25,MALE,STUDENT,SINGLE,INSTAGRAM,3.5,5,5,true,AFTER 30 MIN,72,0.3,5.8,1.7,3.0,true,false,6.8,8.1,7.0,10.0,5.6,4.8,5.5,2.8,2.9,3.8,8.4,LOW
USR00453,42,FEMALE,FREELANCER,MARRIED,UNKNOWN,5.3,5,5,true,5-30 MIN,71,6.6,5.5,9.3,7.3,false,true,4.3,3.9,4.5,6.0,6.3,8.5,5.4,7.1,5.1,1.5,4.6,SEVERE
USR00454,42,FEMALE,FREELANCER,MARRIED,TWITTER/X,4.6,4,5,true,AFTER 30 MIN,38,5.1,5.5,0.0,3.9,false,true,3.3,5.2,5.2,3.8,9.4,6.3,6.3,6.2,4.3,3.7,8.0,LOW
USR00455,32,MALE,STUDENT,IN A RELATIONSHIP,INSTAGRAM,4.0,3,5,false,AFTER 30 MIN,38,4.8,2.6,2.1,3.4,true,false,4.5,0.4,4.5,5.6,7.4,8.2,3.8,4.6,3.9,2.3,10.0,LOW
USR00456,41,FEMALE,FREELANCER,SINGLE,TWITTER/X,2.1,4,4,true,5-30 MIN,23,4.9,2.2,7.2,7.0,true,false,6.7,6.5,2.8,3.2,7.4,4.6,7.6,7.6,2.6,2.7,7.6,LOW
USR00458,15,MALE,UNEMPLOYED,IN A RELATIONSHIP,INSTAGRAM,6.6,2,3,true,AFTER 30 MIN,19,7.6,6.8,2.8,6.9,true,true,6.6,2.9,2.4,3.7,5.6,6.0,4.9,6.8,3.1,1.4,5.5,HIGH
USR00459,23,FEMALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,SNAPCHAT,2.7,2,0,false,5-30 MIN,64,3.1,6.3,3.0,4.0,true,false,2.0,5.5,5.9,7.4,4.5,7.3,4.4,3.4,0.0,0.2,7.8,LOW
USR00461,39,FEMALE,WORKING PROFESSIONAL,SINGLE,YOUTUBE,8.0,5,4,true,5-30 MIN,49,6.8,4.8,7.5,7.2,false,true,6.8,6.7,5.9,1.2,2.4,6.9,7.9,6.7,3.6,3.3,5.5,SEVERE
USR00463,32,MALE,FREELANCER,IN A RELATIONSHIP,INSTAGRAM,6.1,4,4,true,WITHIN 5 MIN,20,8.2,2.8,4.9,4.7,true,true,8.0,7.8,4.0,5.4,4.6,5.6,5.2,1.4,2.7,3.5,4.2,SEVERE
USR00465,18,NON-BINARY,FREELANCER,SINGLE,FACEBOOK,2.7,5,2,true,5-30 MIN,102,4.4,4.4,2.5,4.7,true,false,6.7,3.1,6.7,1.4,5.0,7.1,4.0,4.4,0.7,3.7,7.3,LOW
USR00466,43,FEMALE,WORKING PROFESSIONAL,MARRIED,TIKTOK,4.4,7,7,true,WITHIN 5 MIN,53,6.8,3.6,4.4,5.0,false,false,2.1,5.2,4.4,5.8,6.2,9.2,3.4,6.1,3.0,1.2,5.5,MODERATE
USR00468,41,MALE,WORKING PROFESSIONAL,SINGLE,INSTAGRAM,0.5,3,1,true,AFTER 30 MIN,63,5.2,7.1,8.8,4.1,true,true,4.5,4.5,7.0,4.4,5.2,5.2,2.3,2.6,0.7,2.9,6.2,HIGH
USR00469,32,MALE,FREELANCER,SINGLE,FACEBOOK,7.2,3,5,true,AFTER 30 MIN,5,5.2,4.7,6.2,7.1,true,true,8.6,1.4,4.8,5.9,6.5,5.4,2.8,8.3,3.4,1.6,6.4,HIGH
USR00470,26,FEMALE,STUDENT,IN A RELATIONSHIP,FACEBOOK,5.8,3,3,false,WITHIN 5 MIN,54,6.0,4.5,9.9,8.0,false,false,2.8,4.3,3.3,6.3,8.8,5.6,5.3,4.7,2.9,1.4,6.4,MODERATE
USR00471,16,MALE,STUDENT,SINGLE,INSTAGRAM,3.9,2,2,true,AFTER 30 MIN,14,7.7,7.6,10.0,6.3,false,true,2.8,3.1,5.6,5.6,6.3,6.8,4.1,4.6,1.7,0.0,6.3,HIGH
USR00474,37,FEMALE,STUDENT,SINGLE,FACEBOOK,1.5,5,9,false,5-30 MIN,6,6.3,2.2,8.0,7.3,false,false,5.2,3.4,3.0,6.5,6.5,6.5,3.0,7.7,0.0,3.1,9.2,LOW
USR00475,31,FEMALE,UNKNOWN,SINGLE,UNKNOWN,3.2,3,3,true,AFTER 30 MIN,109,4.1,6.5,5.8,4.3,true,false,3.5,1.7,2.2,7.1,5.3,6.5,3.7,4.2,6.0,3.0,6.2,MODERATE
USR00476,24,FEMALE,WORKING PROFESSIONAL,MARRIED,TIKTOK,2.9,3,3,false,WITHIN 5 MIN,53,6.4,10.0,4.8,6.1,true,false,0.2,0.6,4.6,4.3,7.8,5.4,5.8,5.3,0.5,1.0,7.0,MODERATE
USR00477,42,MALE,UNEMPLOYED,SINGLE,INSTAGRAM,2.4,3,0,false,AFTER 30 MIN,48,7.6,5.1,6.2,7.7,true,true,6.6,4.0,3.7,6.5,2.1,4.8,6.7,6.4,3.8,2.0,6.6,HIGH
USR00478,34,MALE,STUDENT,IN A RELATIONSHIP,INSTAGRAM,6.7,5,4,true,5-30 MIN,40,5.9,3.9,1.8,5.0,true,true,5.5,6.0,4.6,9.3,2.0,7.3,4.2,6.5,4.4,2.6,5.6,HIGH
USR00479,26,FEMALE,STUDENT,MARRIED,TIKTOK,2.7,2,2,true,AFTER 30 MIN,100,1.6,3.8,5.7,4.9,true,true,4.6,5.7,3.5,2.5,2.8,6.5,7.1,5.1,2.4,2.2,6.9,MODERATE
USR00480,33,MALE,UNEMPLOYED,SINGLE,YOUTUBE,2.2,4,5,false,WITHIN 5 MIN,5,3.3,3.3,5.6,5.2,true,true,4.3,5.0,1.2,8.0,3.5,7.3,4.7,2.0,3.8,3.6,7.8,LOW
USR00481,35,FEMALE,WORKING PROFESSIONAL,MARRIED,TWITTER/X,4.9,4,4,true,WITHIN 5 MIN,144,2.9,5.7,1.4,3.9,true,false,5.8,3.2,3.9,5.0,5.1,8.4,4.3,9.4,2.2,3.2,7.1,LOW
USR00482,17,FEMALE,FREELANCER,SINGLE,UNKNOWN,5.5,3,2,true,5-30 MIN,49,6.7,5.0,7.1,4.5,true,true,3.9,9.6,4.7,4.9,7.6,5.6,3.2,5.8,1.8,3.9,5.3,HIGH
USR00483,30,MALE,STUDENT,MARRIED,TWITTER/X,8.0,1,5,false,5-30 MIN,122,1.6,9.0,3.9,4.4,false,true,3.8,0.8,5.0,4.6,8.8,6.3,7.2,5.4,2.9,2.2,5.1,MODERATE
USR00484,23,MALE,STUDENT,IN A RELATIONSHIP,TIKTOK,5.1,2,3,false,5-30 MIN,5,7.0,3.1,7.2,7.0,false,false,6.3,7.0,5.3,5.3,8.2,6.6,4.3,8.6,0.0,5.4,8.0,LOW
USR00485,41,FEMALE,FREELANCER,IN A RELATIONSHIP,FACEBOOK,1.6,1,2,true,5-30 MIN,88,6.9,1.7,2.8,5.1,true,false,5.6,2.4,5.8,7.3,7.0,4.8,0.0,6.7,0.0,4.4,8.9,LOW
USR00486,35,UNKNOWN,STUDENT,MARRIED,INSTAGRAM,2.6,2,3,false,5-30 MIN,69,7.9,3.3,8.3,3.1,true,true,6.6,1.4,6.0,4.6,7.1,8.3,3.2,5.4,0.9,4.0,7.0,MODERATE
USR00487,40,NON-BINARY,STUDENT,MARRIED,FACEBOOK,6.5,5,3,false,WITHIN 5 MIN,53,7.1,8.0,1.9,5.4,true,true,3.5,8.0,4.4,6.2,5.1,6.2,7.3,2.6,5.5,3.2,5.9,HIGH
USR00488,31,MALE,STUDENT,SINGLE,INSTAGRAM,3.1,3,4,false,5-30 MIN,82,8.9,9.1,5.7,2.7,false,false,7.4,4.5,5.5,5.4,6.3,6.6,5.4,9.5,0.9,0.0,7.0,MODERATE
USR00489,25,MALE,STUDENT,SINGLE,TIKTOK,5.5,3,2,true,WITHIN 5 MIN,26,6.4,6.9,4.2,5.9,false,true,4.1,3.5,3.6,5.0,5.6,6.6,4.5,8.0,2.2,5.1,5.7,HIGH
USR00490,15,FEMALE,STUDENT,MARRIED,INSTAGRAM,8.4,3,2,true,5-30 MIN,55,3.4,5.0,4.4,9.0,false,false,5.2,6.2,5.7,8.3,8.5,7.5,5.0,6.1,3.9,3.1,6.1,HIGH
USR00491,41,MALE,UNKNOWN,SINGLE,TIKTOK,1.4,5,2,true,5-30 MIN,79,5.4,7.2,4.1,6.8,false,false,5.8,3.3,7.2,5.6,5.2,6.1,5.7,3.7,3.0,0.0,6.0,HIGH
USR00492,28,NON-BINARY,STUDENT,IN A RELATIONSHIP,INSTAGRAM,1.4,4,4,false,AFTER 30 MIN,54,9.1,5.0,3.6,6.5,true,true,7.8,3.0,6.7,4.6,7.0,8.1,4.9,6.7,2.6,4.8,7.0,MODERATE
USR00493,17,MALE,WORKING PROFESSIONAL,MARRIED,TWITTER/X,4.1,3,3,false,WITHIN 5 MIN,5,6.2,7.3,5.0,6.0,false,false,5.1,4.7,5.5,6.8,6.7,7.2,8.5,4.6,3.9,4.5,5.7,HIGH
USR00494,37,MALE,WORKING PROFESSIONAL,MARRIED,TIKTOK,4.4,7,2,true,5-30 MIN,5,7.4,2.7,4.3,7.7,true,false,6.0,3.6,5.9,2.8,5.2,7.8,2.1,0.0,1.1,4.1,5.1,SEVERE
USR00497,24,FEMALE,WORKING PROFESSIONAL,MARRIED,YOUTUBE,5.7,4,3,false,AFTER 30 MIN,92,7.4,8.4,0.0,4.2,true,true,2.0,3.7,6.5,7.9,3.2,6.2,6.0,8.9,2.9,2.5,8.2,LOW
USR00498,43,MALE,WORKING PROFESSIONAL,SINGLE,INSTAGRAM,4.0,3,3,false,AFTER 30 MIN,50,8.2,4.2,0.0,5.9,false,true,4.2,7.4,9.2,5.6,8.6,6.8,5.2,5.3,0.4,4.0,7.4,LOW
USR00499,36,MALE,STUDENT,MARRIED,INSTAGRAM,0.9,4,3,false,WITHIN 5 MIN,73,4.2,9.4,1.3,6.8,false,false,5.9,4.5,0.0,7.8,6.4,7.3,4.1,2.3,2.0,3.0,6.7,LOW
USR00502,28,FEMALE,FREELANCER,SINGLE,INSTAGRAM,8.2,5,6,true,5-30 MIN,109,4.9,5.8,0.5,3.0,false,false,5.5,4.5,10.0,7.6,9.4,8.1,7.2,2.9,2.9,3.7,6.3,MODERATE
USR00503,21,MALE,WORKING PROFESSIONAL,SINGLE,TWITTER/X,3.2,3,5,true,WITHIN 5 MIN,134,4.2,8.3,2.2,4.1,false,false,7.2,4.3,0.7,6.1,5.6,6.7,6.3,5.6,3.8,3.0,6.5,HIGH
USR00504,24,MALE,STUDENT,MARRIED,YOUTUBE,6.0,2,8,false,WITHIN 5 MIN,51,9.8,2.9,3.5,6.8,true,true,3.8,5.6,7.6,6.5,4.8,7.8,5.9,8.3,5.9,0.0,5.7,HIGH
USR00505,24,FEMALE,STUDENT,MARRIED,SNAPCHAT,1.7,1,6,true,5-30 MIN,31,1.2,6.5,0.2,7.4,true,true,5.1,1.6,4.3,8.2,7.2,6.5,1.8,7.1,3.4,2.9,8.4,LOW
USR00506,24,NON-BINARY,STUDENT,SINGLE,INSTAGRAM,6.7,5,5,false,5-30 MIN,102,2.1,7.6,5.3,4.9,true,true,6.6,7.6,6.2,5.6,5.5,6.6,1.3,5.4,2.5,0.7,5.5,SEVERE
USR00507,19,MALE,STUDENT,SINGLE,UNKNOWN,4.7,7,3,true,5-30 MIN,61,6.7,5.6,5.5,4.5,false,true,7.6,3.3,7.4,7.8,6.2,6.6,2.0,7.6,4.9,2.3,5.5,SEVERE
USR00508,23,NON-BINARY,WORKING PROFESSIONAL,UNKNOWN,TIKTOK,7.8,3,5,true,5-30 MIN,55,3.2,4.1,1.7,7.3,true,false,0.0,4.5,6.6,3.7,4.7,6.1,8.5,5.2,0.0,0.6,5.7,MODERATE
USR00509,27,MALE,WORKING PROFESSIONAL,SINGLE,INSTAGRAM,1.7,4,7,true,5-30 MIN,48,2.7,6.4,7.7,4.2,true,false,3.8,4.0,5.8,4.2,9.0,7.1,3.2,6.0,4.3,1.4,8.4,LOW
USR00511,19,NON-BINARY,WORKING PROFESSIONAL,SINGLE,YOUTUBE,0.9,6,5,true,5-30 MIN,16,9.0,3.4,5.8,6.4,true,false,4.3,2.9,5.2,3.3,1.7,6.9,6.8,2.0,2.9,1.8,5.5,HIGH
USR00512,37,FEMALE,WORKING PROFESSIONAL,MARRIED,SNAPCHAT,8.2,2,5,false,WITHIN 5 MIN,70,0.7,9.2,5.2,4.3,false,false,10.0,4.2,5.7,3.8,3.4,4.5,1.3,6.1,3.2,3.3,6.1,HIGH
USR00513,20,FEMALE,FREELANCER,MARRIED,YOUTUBE,3.5,3,6,true,5-30 MIN,112,6.1,2.1,2.6,8.6,true,false,7.6,3.4,4.5,6.8,8.3,6.9,4.5,5.6,2.7,2.4,7.5,LOW
USR00515,30,FEMALE,UNEMPLOYED,SINGLE,SNAPCHAT,2.9,5,6,false,5-30 MIN,42,2.7,5.1,1.8,8.4,false,true,5.2,3.3,5.6,7.2,8.2,5.9,8.9,5.2,6.0,4.8,7.5,LOW
USR00516,18,FEMALE,WORKING PROFESSIONAL,SINGLE,FACEBOOK,6.2,4,5,true,5-30 MIN,55,5.3,5.0,5.4,5.8,false,false,9.4,1.0,3.0,6.2,2.1,4.2,3.9,8.2,2.2,5.4,5.3,SEVERE
USR00517,20,FEMALE,FREELANCER,IN A RELATIONSHIP,SNAPCHAT,5.8,1,9,false,WITHIN 5 MIN,20,2.3,6.2,4.0,6.0,false,true,5.6,0.0,6.2,10.0,6.0,8.0,2.5,6.4,2.8,6.3,7.8,LOW
USR00518,33,FEMALE,UNKNOWN,SINGLE,INSTAGRAM,5.4,1,5,false,AFTER 30 MIN,27,7.7,3.0,7.5,9.8,false,false,8.9,2.0,5.5,5.0,8.9,8.0,5.0,8.2,2.8,6.0,7.0,MODERATE
USR00520,29,FEMALE,STUDENT,SINGLE,INSTAGRAM,4.1,5,6,true,WITHIN 5 MIN,67,8.5,1.9,1.7,7.2,false,true,9.5,1.4,2.5,1.1,4.3,9.3,4.3,7.7,1.8,3.4,4.6,SEVERE
USR00521,29,FEMALE,WORKING PROFESSIONAL,SINGLE,YOUTUBE,0.5,3,2,false,AFTER 30 MIN,55,4.7,5.5,6.1,6.0,false,false,6.9,5.2,3.3,7.4,3.3,7.1,6.0,6.0,4.4,3.6,8.0,LOW
USR00523,34,MALE,WORKING PROFESSIONAL,MARRIED,TIKTOK,5.7,5,5,false,AFTER 30 MIN,61,7.9,4.9,5.2,3.4,true,true,1.2,3.5,6.5,4.6,3.0,6.2,5.0,0.0,0.1,2.3,4.0,SEVERE
USR00524,33,UNKNOWN,UNKNOWN,SINGLE,INSTAGRAM,6.3,1,3,false,WITHIN 5 MIN,67,6.1,3.3,1.7,5.5,false,false,4.0,6.9,7.5,6.3,4.8,7.8,4.2,4.7,4.9,6.6,7.2,MODERATE
USR00526,20,FEMALE,WORKING PROFESSIONAL,IN A RELATIONSHIP,TWITTER/X,0.6,3,3,true,WITHIN 5 MIN,18,4.6,7.4,6.7,5.9,false,false,1.0,3.3,6.0,2.9,4.3,7.2,2.3,4.1,5.2,0.0,7.3,MODERATE
USR00527,40,MALE,UNKNOWN,UNKNOWN,YOUTUBE,2.4,6,4,false,WITHIN 5 MIN,11,7.0,5.9,1.6,3.7,true,false,5.2,2.2,2.9,7.3,5.4,6.1,2.5,8.2,4.3,0.9,7.7,LOW
USR00529,38,MALE,WORKING PROFESSIONAL,MARRIED,INSTAGRAM,7.8,1,1,false,WITHIN 5 MIN,21,4.2,4.9,5.8,5.0,true,true,7.3,4.7,5.2,4.9,5.5,5.0,3.6,4.3,0.9,4.1,5.5,HIGH
USR00530,20,MALE,UNKNOWN,SINGLE,TWITTER/X,3.1,2,7,false,WITHIN 5 MIN,126,8.4,6.8,5.3,1.3,false,false,8.5,2.5,5.9,5.2,5.1,3.8,3.5,3.0,2.5,3.2,5.8,HIGH
USR00531,39,FEMALE,WORKING PROFESSIONAL,MARRIED,INSTAGRAM,1.4,2,3,true,WITHIN 5 MIN,63,6.9,5.1,7.2,5.0,false,true,3.9,0.8,0.1,7.9,7.4,6.1,2.6,5.7,1.3,5.1,6.9,MODERATE
USR00532,26,MALE,STUDENT,UNKNOWN,TIKTOK,2.0,2,4,true,WITHIN 5 MIN,107,4.9,2.9,5.9,2.7,true,false,2.9,3.3,6.3,4.2,6.5,7.5,1.9,4.2,1.7,3.4,6.2,MODERATE
